ID,Name,Specialty,Country,City,Phone,Website,Address,Rating,ReviewCount,Clicks,Promoted,Verified,Source
2ee96f67-ce64-487f-af33-fd6bc0d58674,El Paso Cosmetic Surgery,plastic_surgery,US,El Paso,+1 915-351-1116,https://www.elpasoplasticsurgery.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"651 S Mesa Hills Dr, El Paso, TX 79912, USA",4.9,1289,0,false,false,google
700c3e23-41e9-4efc-bbfe-a6ba851667c3,"Ozan Sozer, MD El Paso Cosmetic Surgery",plastic_surgery,US,El Paso,+1 915-351-1116,https://www.elpasoplasticsurgery.com/dr-ozan-sozer,"651 S Mesa Hills Dr, El Paso, TX 79912, USA",4.9,920,0,false,false,google
6cc5cb40-ba21-4aaa-930e-ab7707eec285,Dr. Mark Jabor – Plastic Surgeon,plastic_surgery,US,El Paso,+1 915-543-5600,http://www.elpasoplasticsurgery.org/doctor/mark-a-jabor-md-el-paso-texas-plastic-surgeon,"5664 N Mesa St, El Paso, TX 79912, USA",4.9,316,0,false,false,google
1a531213-2b78-47cf-b193-ea53b340ec28,Southwest Plastic Surgery,plastic_surgery,US,El Paso,+1 915-590-7900,http://www.swplasticsurgery.com/,"1387 George Dieter Dr Bldg C301, El Paso, TX 79936, USA",5,394,0,false,false,google
df1e664e-ccc8-4c59-9697-29ce7870769d,"Frank Agullo, MD",plastic_surgery,US,El Paso,+1 915-590-7900,https://www.agulloplasticsurgery.com/?y_source=1_OTg4NzIzNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1387 George Dieter Dr Bldg C301, El Paso, TX 79936, USA",5,691,0,false,false,google
fcb9f274-5394-49ad-9868-1537e7fd4773,Rie Grupo Dental,dentist,MX,Juárez,+52 656 679 8900,http://www.riegrupodental.com/,"Blvd. Teófilo Borunda #8670, Partido Iglesias, 32528 Juárez, Chih., Mexico",4.9,582,0,false,false,google
69e60e9f-d5f1-4956-8b1c-ad96d1ad1800,Dentist Cd Juarez - Creadent,dentist,MX,Juárez,,,"Plaza Alsega, Av. Ejército Nacional 8140-B-local 6, Pradera Dorada, 32618 Juárez, Chih., Mexico",4.9,83,0,false,false,google
cea5e724-79ce-42b8-a5f3-25fdb812e37c,ValSo Smile Design by Dra. Janeth Valenzuela,dentist,MX,Juárez,+52 656 114 0756,https://www.doctoralia.com.mx/janeth-valenzuela/dentista-odontologo/ciudad-juarez?utm_source=google&utm_medium=gmb&utm_campaign=280375&utm_content=website,"Rio Chuviscar 1190, Los Nogales, 32350 Juárez, Chih., Mexico",5,151,0,false,false,google
0d338d72-db74-4cc5-8000-b695d0ac553f,DENTAL SIGN,dentist,MX,Juárez,+52 656 251 7556,http://www.dentalsign.com/,"Avenida de la Raza 5404, Plaza Tres 08, La Fuente, 32600 Juárez, Chih., Mexico",4.9,622,0,false,false,google
747be498-bc4a-43b2-9f1c-437487067459,Clínica Dental Laser,dentist,MX,Juárez,+52 656 618 3202,https://dentallaser.com.mx/,"Av. P.º de la Victoria 4370-Suite 417 y 418, Partido Iglesias, 32618 Juárez, Chih., Mexico",4.9,49,0,false,false,google
077bea32-6844-4647-90ce-ec2b143b7be7,Dr. Carlos Alberto Soto Medina - Face & Body,plastic_surgery,MX,Juárez,+52 656 617 1321,http://www.renew.clinic/,"C. Pedro Rosales de León 7510, Fuentes del Valle, 32500 Juárez, Chih., Mexico",4.9,200,0,false,false,google
cb57816f-d2d2-4834-a0e1-bf45dba02419,Plastic Surgery Dr Mario Luis Pineda Moreno,plastic_surgery,MX,Juárez,+52 656 788 5720,http://www.doctormariopineda.com/,"Av. P.º de la Victoria 4370, Partido Iglesias, 32618 Juárez, Chih., Mexico",4.8,110,0,false,false,google
80b6555c-cc79-4958-853f-b70a7dd8fa2d,Dr. David Flores Soto Plastic Surgery,plastic_surgery,MX,Juárez,+52 656 833 6608,,"Av. Plutarco Elías Calles 1921, Jardines de San José, 32683 Juárez, Chih., Mexico",5,64,0,false,false,google
75601da8-2d9e-41ba-b689-36bd59d5b2e8,Dr. Angel Alvarez Regil-Clínica Juárez Lazer,plastic_surgery,MX,Juárez,+1 915-400-9915,https://juarezplasticsurgery.com/,"C. Pedro Rosales de León 7510-111, Fuentes del Valle, 32500 Juárez, Chih., Mexico",5,33,0,false,false,google
ba75858b-7536-47a0-9595-08653fffdd30,Dr. Reginaldo Hernandez | Cirujano Gastroenterólogo en Cd. Juárez,plastic_surgery,MX,Juárez,+52 656 422 4651,https://drreginaldohernandez.com/cirujano-general-en-cd-juarez/,"Av. Campos Eliseos 9371-Consultorio 205, Campos Elíseos, 32472 Juárez, Chih., Mexico",4.9,73,0,false,false,google
81456b1e-bb67-4758-8fa1-1bc2dca93116,East El Paso Dentist,dentist,US,El Paso,+1 915-621-5003,https://eastelpasodentist.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,"14240 Edgemere Blvd Suite 105, El Paso, TX 79938, USA",4.9,2486,0,false,false,google
57c5d0c9-6e08-4c16-8293-036b60fca651,Aventura Dental,dentist,US,El Paso,+1 915-591-9999,http://www.aventuradentalelpaso.com/,"2200 N Yarbrough Dr suite n, El Paso, TX 79925, USA",4.9,1457,0,false,false,google
6d128e50-4d9c-4e9e-aeae-0911793625e8,Valley Dental Care,dentist,US,El Paso,+1 915-598-7100,https://valleydentalcareep.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,"7505 N Loop Dr, El Paso, TX 79915, USA",4.9,3789,0,false,false,google
a049470b-10bc-4f26-b062-6ecff5d3b76e,Dyer Dental Care,dentist,US,El Paso,+1 915-320-9733,https://dyerdentalcareep.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,"3932 Fort Blvd, El Paso, TX 79930, USA",4.9,1300,0,false,false,google
f0b1a120-b1aa-4fee-9d6b-4cac5bdd5c41,Agave Dental Care,dentist,US,El Paso,+1 915-285-1600,https://www.agavedentalcarenortheast.com/,"8815 Dyer St # 210, El Paso, TX 79904, USA",4.9,2678,0,false,false,google
a890be0e-de48-40f6-9118-9aaf482c7d46,Smile Magic of El Paso Montana,dentist,US,El Paso,+1 915-201-4328,https://mysmilemagic.com/locations/el-paso-montana/,"5150 Montana Ave, El Paso, TX 79903, USA",4.8,2777,0,false,false,google
a1cd2174-0981-4eca-8168-8b0431cb5c60,Vista Hills Family Dental,dentist,US,El Paso,+1 915-592-2097,https://www.vistahillsfamilydental.com/?utm_campaign=gbp,"1713 Weston Brent Ln, El Paso, TX 79935, USA",4.8,1335,0,false,false,google
854cc7a9-ba0f-42d5-8e76-1f4cec4dd60e,The Dentist,dentist,US,El Paso,+1 915-228-3084,https://thedentistelpaso.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,"3060 Joe Battle Blvd, El Paso, TX 79938, USA",4.9,2704,0,false,false,google
62eaa7b6-393b-4443-8720-f48707aacdcd,El Paso Family Dental,dentist,US,El Paso,+1 915-585-2020,https://www.elpasofamilydentalcare.com/?utm_source=gmb&utm_medium=organic,"965 Resler Dr #105, El Paso, TX 79912, USA",4.9,570,0,false,false,google
306beedc-7522-47c0-93bb-14649c0c74a5,Southwest Celebrity Smiles,dentist,US,El Paso,+1 915-351-5048,https://mycelebritysmiles.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,"9515 Gateway Blvd W Suite B, El Paso, TX 79925, USA",4.9,2872,0,false,false,google
dbb82c84-cebd-4b36-a550-7444fd30efab,"Dentist Near Me - El Paso, TX Dental Office",dentist,US,El Paso,+1 915-219-4632,https://dentistnearmeep.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,"13371-14 Eastlake Blvd Suite 207, El Paso, TX 79928, USA",4.9,1072,0,false,false,google
00fccaf8-601b-4ad9-a0d1-d23b9bbcd8f9,Oasis Dental,dentist,US,El Paso,+1 915-213-7361,https://www.oasisdentalep.com/location/el-paso-drive,"5340 El Paso Dr Suite K, El Paso, TX 79905, USA",4.9,444,0,false,false,google
6fe84770-be6f-4ee3-8d7a-03a69528e4bb,Smile Magic of El Paso Zaragoza,dentist,US,El Paso,+1 915-201-2610,https://mysmilemagic.com/locations/el-paso-zaragoza/,"500 N Zaragoza Rd Suite K, El Paso, TX 79907, USA",4.8,1860,0,false,false,google
b1b2be2d-dafd-4f35-b304-a9be6016b396,Caribbean Dental,dentist,US,El Paso,+1 915-308-1089,https://eptxdental.com/,"10705 Gateway Blvd W Suite J, El Paso, TX 79935, USA",4.9,792,0,false,false,google
31653623-6d5a-42d2-ad4f-04b2269e2915,"Affordable El Paso Family Dental & Associates, Inc.",dentist,US,El Paso,+1 915-595-6680,https://www.affordabledentalassociates.com/,"1861 Robert Wynn St suite d, El Paso, TX 79936, USA",4.7,603,0,false,false,google
ad6924e8-4274-4946-be49-8b39f1539dae,Advanced Dentistry of El Paso,dentist,US,El Paso,+1 915-205-3500,https://www.advanceddentistryeptx.com/,"12261 Eastlake Blvd Suites E507 & E508, El Paso, TX 79928, USA",5,657,0,false,false,google
0dfc825f-4bfd-4908-ad94-3e0baaadcfc0,"El Paso Quality Dentistry, P.A.",dentist,US,El Paso,+1 915-581-6675,http://www.elpasoqualitydentistry.com/,"9398 Viscount Blvd Suite 1 B, El Paso, TX 79925, USA",4.9,352,0,false,false,google
9494f8dd-ff3e-47d9-a7bd-ead75d3ccec9,Sol Dental,dentist,US,El Paso,+1 915-599-9192,http://www.soldentalcare.com/,"1188 N Yarbrough Dr a, El Paso, TX 79925, USA",4.6,754,0,false,false,google
001e4999-fa4c-412a-8b68-8f51bcda1470,Pershing Family Dental,dentist,US,El Paso,+1 915-206-5735,https://www.pershingfamilydental.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,"3501 Pershing Dr, El Paso, TX 79903, USA",4.8,1030,0,false,false,google
ef9d52ab-cbbf-4ce0-8816-c86dc66d88ae,El Paso Modern Dentistry,dentist,US,El Paso,+1 915-581-4440,http://www.elpasomoderndentistry.com/,"210 Thunderbird Dr Ste X, El Paso, TX 79912, USA",4.9,626,0,false,false,google
8290a9df-54f5-4197-94b5-275118ebc12b,Smile Straight Orthodontics - Zaragoza,orthodontist,US,El Paso,+1 915-857-9700,https://epsmiles.com/zaragoza-office?utm_source=google&utm_medium=organic&utm_campaign=profile+zaragoza,"1502 N Zaragoza Rd B, El Paso, TX 79936, USA",4.9,1030,0,false,false,google
46af2653-a8ad-4d56-922c-76757943ac70,JT Orthodontics,orthodontist,US,El Paso,+1 915-581-5476,https://jtorthodontics.com/?utm_source=gbp&utm_medium=organic&utm_campaign=west,"5551 N Mesa St suite a, El Paso, TX 79912, USA",4.9,646,0,false,false,google
9638338d-f9c2-41dd-9cb2-7da0dad91adf,SmileLife Orthodontics,orthodontist,US,El Paso,+1 915-849-9400,https://smilelifebraces.com/,"1971 N Zaragoza Rd A, El Paso, TX 79938, USA",4.9,925,0,false,false,google
86a7822b-5685-4736-acf1-4f7ad91fa176,El Paso Family Orthodontics,orthodontist,US,El Paso,+1 915-307-9688,https://epfamilyorthodontics.com/,"5925 Cromo Dr, El Paso, TX 79912, USA",4.8,160,0,false,false,google
14342946-ff2f-42b6-822b-5626b1ebb8b5,Smile Straight Orthodontics - Dyer,orthodontist,US,El Paso,+1 915-217-2648,https://epsmiles.com/dyer-office?utm_source=google&utm_medium=organic&utm_campaign=profile+dyer,"9813 Dyer St Ste 100, El Paso, TX 79924, USA",4.9,764,0,false,false,google
b5e978cd-0747-46f8-860e-17df21cfcba0,Smiles Orthodontics,orthodontist,US,El Paso,+1 915-585-8595,http://www.smiles-orthodontics.com/,"855 N Resler Dr Ste A, El Paso, TX 79912, USA",5,529,0,false,false,google
ea51883c-4102-4c27-88e5-8918c8b48db9,Rivera Orthodontics & Associates,orthodontist,US,El Paso,+1 915-592-5853,https://www.riveraorthodontics.com/contact/east-location/,"1514 N Zaragoza Rd Ste A2, El Paso, TX 79936, USA",4.8,64,0,false,false,google
e02a53b7-62a0-4815-99ee-4081dce59e41,Smile 4 Less Orthodontics Horizon El Paso,orthodontist,US,El Paso,+1 915-304-3090,http://www.smile4lessbraces.com/,"13468 Eastlake Blvd, El Paso, TX 79928, USA",5,43,0,false,false,google
57d55588-807a-4db0-9456-5a51126b3fbe,Gross Orthodontics,orthodontist,US,El Paso,+1 915-615-6767,http://grossorthodontics.com/,"6901 Helen of Troy Dr Suite D-1, El Paso, TX 79911, USA",5,185,0,false,false,google
1c96bb1e-a0c5-432e-b4fb-2e66a4b6c44a,Smile Magic of El Paso Zaragoza,orthodontist,US,El Paso,+1 915-201-2610,https://mysmilemagic.com/locations/el-paso-zaragoza/,"500 N Zaragoza Rd Suite K, El Paso, TX 79907, USA",4.8,1860,0,false,false,google
36b80604-0800-4bb9-bc24-ff0f11d2a472,Smile Professionals of El Paso,orthodontist,US,El Paso,+1 915-493-2699,https://www.smileprofessionalsofelpaso.com/,"700 N Zaragoza Rd Ste T, El Paso, TX 79907, USA",4.6,157,0,false,false,google
4643b601-757d-45ae-b58f-6dcff76ee1c1,El Paso Cosmetic Surgery,plastic_surgery,US,El Paso,+1 915-351-1116,https://www.elpasoplasticsurgery.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"651 S Mesa Hills Dr, El Paso, TX 79912, USA",4.9,1289,0,false,false,google
f436a912-70ed-4f90-99c4-3420201649be,Dr. Mark Jabor – Plastic Surgeon,plastic_surgery,US,El Paso,+1 915-543-5600,http://www.elpasoplasticsurgery.org/doctor/mark-a-jabor-md-el-paso-texas-plastic-surgeon,"5664 N Mesa St, El Paso, TX 79912, USA",4.9,316,0,false,false,google
308013d6-01c4-45ec-9115-b0e506129043,"Frank Agullo, MD",plastic_surgery,US,El Paso,+1 915-590-7900,https://www.agulloplasticsurgery.com/?y_source=1_OTg4NzIzNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1387 George Dieter Dr Bldg C301, El Paso, TX 79936, USA",5,691,0,false,false,google
aeee6f7d-c444-4e74-9eb8-88a543547916,"R. Dale Reynolds, MD - Cosmetic Surgery and Laser Centers of El Paso- Eastside",plastic_surgery,US,El Paso,+1 915-855-7800,https://www.elpasoplasticsurgery.org/,"1512 N Zaragoza Rd, El Paso, TX 79936, USA",4.8,185,0,false,false,google
3b51e04e-56a1-427a-b56d-cb234a604b01,"Dr. G - Marco A. Gonzalez, Plastic Surgeon El Paso",plastic_surgery,US,El Paso,+1 915-600-2639,https://www.plasticsurgeryelpaso.net/?y_source=1_MTA1NjU3OTIyNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,"1480 Redd Rd, El Paso, TX 79911, USA",4.8,226,0,false,false,google
16997029-2126-4a9e-8e3c-fc0ec842b15e,Cosmetic Surgery & Laser Center of El Paso,plastic_surgery,US,El Paso,+1 915-543-5600,https://www.elpasoplasticsurgery.org/,"5664 N Mesa St, El Paso, TX 79912, USA",4.6,99,0,false,false,google
1df31060-92f2-4fa9-bb83-6b28f31c61ce,Dr. R. Dale Reynolds: Cosmetic Surgery & Laser Centers of El Paso-West side,plastic_surgery,US,El Paso,+1 915-543-5600,https://www.elpasoplasticsurgery.org/doctor/dr-reynolds-el-paso-texas-plastic-surgeon/,"5664 N Mesa St, El Paso, TX 79912, USA",4.8,90,0,false,false,google
7d1ee0b8-57f8-4c48-a3ef-eff3d7fb6a2d,Shawn Diamond MD FACS Plastic Surgeon,plastic_surgery,US,El Paso,+1 915-215-5300,https://ttpelpaso.com/providers/Shawn_Diamond.aspx,"4801 Alberta Ave, El Paso, TX 79905, USA",4.9,46,0,false,false,google
67ba56f6-e4eb-403d-ac93-87f357f25c8d,SkinSational MedSpa,plastic_surgery,US,El Paso,+1 915-213-6930,https://skinsationalep.com/,"7400 Viscount Blvd Ste 115, El Paso, TX 79925, USA",4.9,524,0,false,false,google
8ae727fd-9a9e-45ba-bab5-cfb0a99c2a70,Francisco Agullo,plastic_surgery,US,El Paso,,,"10175 Gateway Blvd W, El Paso, TX 79925, USA",5,2,0,false,false,google
33ca1dba-c748-4cc0-ba52-d6d7b778d07f,Rie Grupo Dental,dentist,MX,Juárez,+52 656 679 8900,http://www.riegrupodental.com/,"Blvd. Teófilo Borunda #8670, Partido Iglesias, 32528 Juárez, Chih., Mexico",4.9,582,0,false,false,google
054de4d1-cbc8-4739-9309-b2f51ea1cc44,ValSo Smile Design by Dra. Janeth Valenzuela,dentist,MX,Juárez,+52 656 114 0756,https://www.doctoralia.com.mx/janeth-valenzuela/dentista-odontologo/ciudad-juarez?utm_source=google&utm_medium=gmb&utm_campaign=280375&utm_content=website,"Rio Chuviscar 1190, Los Nogales, 32350 Juárez, Chih., Mexico",5,151,0,false,false,google
e82b5f06-5a6d-474f-b776-6442cf4d81b8,Clínica Dental Laser,dentist,MX,Juárez,+52 656 618 3202,https://dentallaser.com.mx/,"Av. P.º de la Victoria 4370-Suite 417 y 418, Partido Iglesias, 32618 Juárez, Chih., Mexico",4.9,49,0,false,false,google
e87afefb-7248-44ed-b9d1-f86500cb2f55,Fara Dental - Dentista Cd Juárez,dentist,MX,Juárez,+52 656 634 9717,,"Av. Ejército Nacional 7258, Pradera Dorada, 32618 Juárez, Chih., Mexico",4.8,92,0,false,false,google
ea3f552c-681b-425f-b299-49c76681d493,DentalTec,dentist,MX,Juárez,+52 656 617 1773,http://www.grupodentaltec.com/,"Av Tecnologico 1337, Los Olmos Tec N-B, Olmos Tecnológico, 32310 Juárez, Chih., Mexico",4.9,256,0,false,false,google
a35f1fc2-044a-46d1-9878-256de5af1f9d,JT Orthodontics: East El Paso Location,orthodontist,US,El Paso,+1 915-855-6616,https://jtorthodontics.com/?utm_source=gbp&utm_medium=organic&utm_campaign=east,"3030 Trawood Dr, El Paso, TX 79936, USA",4.9,591,0,false,false,google
d5f5fd1b-1d97-4317-a719-5fd2c2496a48,SmileLife Orthodontics,orthodontist,US,El Paso,+1 915-755-7900,https://smilelifebraces.com/,"7878 Gtwy Blvd E Suite 300, El Paso, TX 79915, USA",4.7,489,0,false,false,google
37ef33f7-1f94-4aba-b09e-96dc121267e5,Smile Straight Orthodontics - Sunland Park,orthodontist,US,El Paso,+1 915-504-6868,https://epsmiles.com/sunland-office?utm_source=google&utm_medium=organic&utm_campaign=profile+sunland,"720 Sunland Park Dr, El Paso, TX 79912, USA",4.9,536,0,false,false,google
e3d88ad7-bf87-4955-86e5-88bf497a3ef5,Mejia-Maidl Orthodontics,orthodontist,US,El Paso,+1 915-500-5602,http://www.mejiaorthodontics.com/,"9130 Viscount Blvd, El Paso, TX 79925, USA",4.4,206,0,false,false,google
a6e28ab5-6eab-41c8-b6e3-26625d9e5710,Smile 4 Less Orthodontics West El Paso,orthodontist,US,El Paso,+1 915-219-7698,https://smile4lessbraces.com/,"7480 Remcon Cir, El Paso, TX 79912, USA",4.9,53,0,false,false,google
f413411e-54e0-4472-bd94-024893b6d8ce,Gaynier Orthodontics,orthodontist,US,El Paso,+1 915-755-8407,https://www.orthodonticselpaso.com/,"9101 Dyer St #101, El Paso, TX 79924, USA",4.9,430,0,false,false,google
04cb6518-b187-4909-9f80-9f248981d564,Smile 4 less Orthodontist East El Paso,orthodontist,US,El Paso,+1 915-304-3090,http://www.smile4lessbraces.com/,"12244 Montana Ave, El Paso, TX 79938, USA",4.7,301,0,false,false,google
9572e4dd-81f9-4ae7-8eb4-f420d3314b78,Rivera Orthodontics,orthodontist,US,El Paso,+1 915-585-7550,https://www.riveraorthodontics.com/,"7482 Paseo del Norte, El Paso, TX 79911, USA",4.9,79,0,false,false,google
0c02e0e3-05b7-46d2-aade-7f444a8fab44,Hansen Orthodontics & Aesthetics,orthodontist,US,El Paso,+1 915-201-0881,https://www.hansen-orthodontics.com/,"7340 Cimarron Market Ave Building B, El Paso, TX 79912, USA",5,83,0,false,false,google
9f5277e0-2fd4-4025-89eb-f01de9549d49,"Ozan Sozer, MD El Paso Cosmetic Surgery",plastic_surgery,US,El Paso,+1 915-351-1116,https://www.elpasoplasticsurgery.com/dr-ozan-sozer,"651 S Mesa Hills Dr, El Paso, TX 79912, USA",4.9,920,0,false,false,google
c4d92420-0e35-455f-bb46-bc51c37a3332,Southwest Plastic Surgery,plastic_surgery,US,El Paso,+1 915-590-7900,http://www.swplasticsurgery.com/,"1387 George Dieter Dr Bldg C301, El Paso, TX 79936, USA",5,394,0,false,false,google
0beaf769-d524-4966-af0d-52c5ad1d8ce1,"Dr. Mark A. Jabor, MD",plastic_surgery,US,El Paso,+1 915-543-5600,https://www.elpasoplasticsurgery.org/doctor/mark-a-jabor-md-el-paso-texas-plastic-surgeon/,"1512 N Zaragoza Rd, El Paso, TX 79936, USA",5,133,0,false,false,google
f9e0c627-b34e-4b12-a6f1-a2919bf07e7e,"Jaime Aburto, MD, FACS",plastic_surgery,US,El Paso,+1 915-543-5600,http://www.elpasoplasticsurgery.org/,"5664 N Mesa St, El Paso, TX 79912, USA",4.9,178,0,false,false,google
3844e16e-ad63-4215-be2b-a64efdeecf46,"Anh Lee MD, PA",plastic_surgery,US,El Paso,+1 915-351-9000,http://www.dranhlee.com/,"1141 Caper Rd, El Paso, TX 79925, USA",4.5,153,0,false,false,google
7a7786fd-7fa4-4695-8b88-d3e2b65ffd4c,Med Glow PLLC,plastic_surgery,US,El Paso,+1 915-299-1133,https://medglowcare.com/,"6060 Surety Dr # 230, El Paso, TX 79905, USA",5,29,0,false,false,google
e0445c32-9411-42a0-b94a-ce20266f3cd0,The MedSpa at Southwest Plastic Surgery West,plastic_surgery,US,El Paso,+1 915-590-7907,http://www.swplasticsurgery.com/,"5925 Silver Springs Dr suite c, El Paso, TX 79912, USA",4.9,168,0,false,false,google
0397e1e3-1b94-4046-929e-05e430a09301,"Pedro Chavez, MD/Plastic Surgery Associates P Chavez",plastic_surgery,US,El Paso,+1 915-533-0269,https://www.chavezplasticsurgery.com/,"1517 N Mesa St, El Paso, TX 79902, USA",4.3,24,0,false,false,google
ed3b0805-e0d7-4b6a-b0b0-90f54bcebdb1,Cosmetic Surgery and Laser Center of El Paso,plastic_surgery,US,El Paso,+1 915-855-7800,http://www.elpasoplasticsurgery.org/,"1512 N Zaragoza Rd #3, El Paso, TX 79936, USA",4.6,22,0,false,false,google
8b780fde-24f0-4e73-95a7-67fb75839965,Dr. Sadri Sozer,plastic_surgery,US,El Paso,+1 915-351-1116,https://www.elpasoplasticsurgery.com/about-us/dr-ozan-sozer/,"651 S Mesa Hills Dr Ste 1, El Paso, TX 79912, USA",5,2,0,false,false,google
d7f9623c-e8b3-422e-a2f6-552552465fae,Dentist Cd Juarez - Creadent,dentist,MX,Juárez,,,"Plaza Alsega, Av. Ejército Nacional 8140-B-local 6, Pradera Dorada, 32618 Juárez, Chih., Mexico",4.9,83,0,false,false,google
80bfc40d-8bac-49f1-ab38-2abb32fd3117,DENTAL SIGN,dentist,MX,Juárez,+52 656 251 7556,http://www.dentalsign.com/,"Avenida de la Raza 5404, Plaza Tres 08, La Fuente, 32600 Juárez, Chih., Mexico",4.9,622,0,false,false,google
df5e1c9c-e444-487e-96e2-ba9e129b9af7,Dental Da Vinci,dentist,MX,Juárez,+1 915-300-8155,,"Av. Paseo Triunfo de la República 4513, Monumental, 32310 Juárez, Chih., Mexico",4.8,204,0,false,false,google
e626327a-a9a1-4227-85e1-e9a6f0725127,International X Dental Clinic,dentist,MX,Juárez,+52 656 634 0040,http://internationalx.dental/,"plaza bistro, Av. Campos Eliseos 9388-Local 6, Campos Elíseos, 32473 Juárez, Chih., Mexico",5,1172,0,false,false,google
db0dbbca-0e39-4741-91a9-c2aefe180622,Advanced Dental Care,dentist,MX,Juárez,+1 915-356-7597,http://www.adcdentistry.com/,"Av. Abraham Lincoln 1198, Córdova Americas, 32600 Juárez, Chih., Mexico",4.9,150,0,false,false,google
ffa90483-4942-489b-ad67-03c48bc0e5b3,GASA,dentist,MX,Juárez,+52 656 616 3011,http://gasamd.com/,"Plaza El Camino, Av. Ejército Nacional 7695, Edificio E, Local 4, Col, Del Márquez, 32607 Juárez, Chih., Mexico",4.9,119,0,false,false,google
e98c1f39-2907-4744-8efb-02721eff07fb,CLINICA DENTAL 100% Cd. Juárez Chih.,dentist,MX,Juárez,+52 656 527 8185,https://www.facebook.com/profile.php?id=100016451748442,"C. Cam. Viejo a San José 7811-Local 3, Partido Iglesias, 32528 Juárez, Chih., Mexico",5,86,0,false,false,google
6074c114-8a6d-49f2-98d3-f397c8a7c9ae,NEXUS FAMILY DENTAL,dentist,MX,Juárez,+52 656 550 8978,https://www.facebook.com/NEXUSSDENTAL/,"Av. Ejército Nacional 7702, Pradera Dorada, 32618 Juárez, Chih., Mexico",5,38,0,false,false,google
1db3f7ea-165f-4d97-8b6f-5fa72c198295,Clínica Gidental Odontología Especializada,dentist,MX,Juárez,+52 656 863 6705,,"Rancho el 24 3128-local 2, Pradera Dorada, 32618 Juárez, Chih., Mexico",5,40,0,false,false,google
